-2	-2	-0.4
2	-2	-0.4
2	2	0.4
-2	2	0.4
-1	-1	-0.5
-1	-0.8	-0.48780487804878
-1	-0.6	-0.44117647058824
-1	-0.4	-0.3448275862069
-1	-0.2	-0.19230769230769
-1	-5.5511151231258e-17	-5.5511151231258e-17
-1	0.2	0.19230769230769
-1	0.4	0.3448275862069
-1	0.6	0.44117647058824
-1	0.8	0.48780487804878
-1	1	0.5
-0.8	-1	-0.45402951191827
-0.8	-0.8	-0.48780487804878
-0.8	-0.6	-0.4989604989605
-0.8	-0.4	-0.44943820224719
-0.8	-0.2	-0.2846975088968
-0.8	-5.5511151231258e-17	-8.673617379884e-17
-0.8	0.2	0.2846975088968
-0.8	0.4	0.44943820224719
-0.8	0.6	0.4989604989605
-0.8	0.8	0.48780487804878
-0.8	1	0.45402951191827
-0.6	-1	-0.31869688385269
-0.6	-0.8	-0.37422037422037
-0.6	-0.6	-0.44117647058824
-0.6	-0.4	-0.49723756906077
-0.6	-0.2	-0.42452830188679
-0.6	-5.5511151231258e-17	-1.5419764230905e-16
-0.6	0.2	0.42452830188679
-0.6	0.4	0.49723756906077
-0.6	0.6	0.44117647058824
-0.6	0.8	0.37422037422037
-0.6	1	0.31869688385269
-0.4	-1	-0.15600624024961
-0.4	-0.8	-0.19230769230769
-0.4	-0.6	-0.24896265560166
-0.4	-0.4	-0.3448275862069
-0.4	-0.2	-0.48780487804878
-0.4	-5.5511151231258e-17	-3.4694469519536e-16
-0.4	0.2	0.48780487804878
-0.4	0.4	0.3448275862069
-0.4	0.6	0.24896265560166
-0.4	0.8	0.19230769230769
-0.4	1	0.15600624024961
-0.2	-1	-0.039936102236422
-0.2	-0.8	-0.049875311720698
-0.2	-0.6	-0.066371681415929
-0.2	-0.4	-0.099009900990099
-0.2	-0.2	-0.19230769230769
-0.2	-5.5511151231258e-17	-1.3877787807814e-15
-0.2	0.2	0.19230769230769
-0.2	0.4	0.099009900990099
-0.2	0.6	0.066371681415929
-0.2	0.8	0.049875311720698
-0.2	1	0.039936102236422
-5.5511151231258e-17	-1	-3.0814879110196e-33
-5.5511151231258e-17	-0.8	-3.8518598887745e-33
-5.5511151231258e-17	-0.6	-5.1358131850326e-33
-5.5511151231258e-17	-0.4	-7.7037197775489e-33
-5.5511151231258e-17	-0.2	-1.5407439555098e-32
-5.5511151231258e-17	-5.5511151231258e-17	-5.5511151231258e-17
-5.5511151231258e-17	0.2	1.5407439555098e-32
-5.5511151231258e-17	0.4	7.7037197775489e-33
-5.5511151231258e-17	0.6	5.1358131850326e-33
-5.5511151231258e-17	0.8	3.8518598887745e-33
-5.5511151231258e-17	1	3.0814879110196e-33
0.2	-1	-0.039936102236422
0.2	-0.8	-0.049875311720698
0.2	-0.6	-0.066371681415929
0.2	-0.4	-0.099009900990099
0.2	-0.2	-0.19230769230769
0.2	-5.5511151231258e-17	-1.3877787807814e-15
0.2	0.2	0.19230769230769
0.2	0.4	0.099009900990099
0.2	0.6	0.066371681415929
